Player,Rank,Sets_Won,Games_Won,Aces,DoubleFaults,FirstServes_Won,FirstServes_In,SecondServes_Won,SecondServes_In,BreakPoints_Won,BreakPoints,ReturnPoints_Won,ReturnPoints_Faced,TotalPoints_Won,won_game?,FirstServes_ratio,SecondServes_ratio,BreakPoints_ratio,ReturnPoints_ratio,datetime,year,Tournament,Round_Description,Court_Surface,Total_Serves,Aces%,ServesWon%
Andreas Haider-Maurer,88.0,0.0,13,7.0,5.0,45.0,58.0,17.0,38.0,0.0,5.0,29.0,100.0,91,0,0.7758620689655172,0.4473684210526316,0.0,0.29,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,96.0,0.07291666666666667,0.6458333333333334
Benjamin Becker,87.0,0.0,10,6.0,4.0,33.0,56.0,19.0,39.0,1.0,1.0,21.0,80.0,73,0,0.5892857142857143,0.48717948717948717,1.0,0.2625,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,95.0,0.06315789473684211,0.5473684210526316
Bernard Tomic,52.0,1.0,18,8.0,2.0,47.0,77.0,23.0,48.0,6.0,11.0,47.0,117.0,117,0,0.6103896103896104,0.4791666666666667,0.5454545454545454,0.4017094017094017,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,125.0,0.064,0.56
Bradley Klahn,124.0,1.0,21,17.0,3.0,69.0,93.0,18.0,38.0,3.0,9.0,53.0,150.0,140,0,0.7419354838709677,0.47368421052631576,0.3333333333333333,0.35333333333333333,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,131.0,0.1297709923664122,0.6641221374045801
Carlos Berlocq,48.0,0.0,6,1.0,2.0,36.0,70.0,2.0,13.0,1.0,3.0,20.0,69.0,58,0,0.5142857142857142,0.15384615384615385,0.3333333333333333,0.2898550724637681,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,83.0,0.012048192771084338,0.4578313253012048
Denis Kudla,104.0,0.0,15,1.0,6.0,49.0,84.0,26.0,55.0,4.0,14.0,39.0,116.0,114,0,0.5833333333333334,0.4727272727272727,0.2857142857142857,0.33620689655172414,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,139.0,0.007194244604316547,0.539568345323741
Donald Young,157.0,0.0,12,5.0,8.0,42.0,74.0,20.0,45.0,3.0,13.0,47.0,116.0,109,0,0.5675675675675675,0.4444444444444444,0.23076923076923078,0.4051724137931034,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,119.0,0.04201680672268908,0.5210084033613446
Dudi Sela,77.0,0.0,9,1.0,7.0,30.0,49.0,10.0,30.0,2.0,13.0,34.0,97.0,74,0,0.6122448979591837,0.3333333333333333,0.15384615384615385,0.35051546391752575,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,79.0,0.012658227848101266,0.5063291139240507
Edouard Roger-Vasselin,67.0,1.0,14,3.0,3.0,48.0,81.0,25.0,52.0,3.0,3.0,29.0,99.0,102,0,0.5925925925925926,0.4807692307692308,1.0,0.29292929292929293,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,133.0,0.022556390977443608,0.5488721804511278
Frank Dancevic,152.0,0.0,9,4.0,3.0,34.0,55.0,10.0,30.0,2.0,10.0,21.0,72.0,65,0,0.6181818181818182,0.3333333333333333,0.2,0.2916666666666667,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,85.0,0.047058823529411764,0.5176470588235295
Gael Monfils,39.0,1.0,19,7.0,3.0,74.0,102.0,11.0,21.0,1.0,7.0,35.0,127.0,120,0,0.7254901960784313,0.5238095238095238,0.14285714285714285,0.2755905511811024,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,123.0,0.056910569105691054,0.6910569105691057
Guillaume Rufin,91.0,0.0,7,4.0,1.0,14.0,17.0,12.0,23.0,1.0,8.0,22.0,59.0,48,0,0.8235294117647058,0.5217391304347826,0.125,0.3728813559322034,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,40.0,0.1,0.65
Ivo Karlovic,79.0,0.0,15,12.0,6.0,52.0,68.0,21.0,40.0,1.0,2.0,25.0,101.0,98,0,0.7647058823529411,0.525,0.5,0.24752475247524752,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,108.0,0.1111111111111111,0.6759259259259259
Jarkko Nieminen,41.0,2.0,22,9.0,9.0,65.0,93.0,25.0,53.0,5.0,12.0,48.0,137.0,138,0,0.6989247311827957,0.4716981132075472,0.4166666666666667,0.35036496350364965,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,146.0,0.06164383561643835,0.6164383561643836
Jeremy Chardy,36.0,0.0,11,11.0,9.0,29.0,47.0,13.0,36.0,3.0,9.0,34.0,91.0,76,0,0.6170212765957447,0.3611111111111111,0.3333333333333333,0.37362637362637363,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,83.0,0.13253012048192772,0.5060240963855421
Juan Martin del Potro,6.0,2.0,24,11.0,8.0,57.0,92.0,39.0,70.0,6.0,11.0,55.0,149.0,151,0,0.6195652173913043,0.5571428571428572,0.5454545454545454,0.3691275167785235,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,162.0,0.06790123456790123,0.5925925925925926
Kevin Anderson,20.0,0.0,6,7.0,4.0,27.0,46.0,11.0,26.0,0.0,0.0,15.0,63.0,53,0,0.5869565217391305,0.4230769230769231,0.0,0.23809523809523808,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,72.0,0.09722222222222222,0.5277777777777778
Leonardo Mayer,81.0,1.0,13,6.0,5.0,40.0,61.0,16.0,36.0,1.0,9.0,31.0,107.0,87,0,0.6557377049180327,0.4444444444444444,0.1111111111111111,0.2897196261682243,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,97.0,0.061855670103092786,0.5773195876288659
Maximo Gonzalez,247.0,1.0,19,3.0,4.0,51.0,71.0,17.0,34.0,4.0,10.0,36.0,115.0,104,0,0.7183098591549296,0.5,0.4,0.3130434782608696,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,105.0,0.02857142857142857,0.6476190476190476
Nikolay Davydenko,42.0,0.0,9,2.0,4.0,25.0,39.0,18.0,38.0,1.0,6.0,24.0,83.0,67,0,0.6410256410256411,0.47368421052631576,0.16666666666666666,0.2891566265060241,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,77.0,0.025974025974025976,0.5584415584415584
Pablo Andujar,55.0,0.0,7,2.0,5.0,32.0,61.0,17.0,34.0,1.0,7.0,30.0,86.0,79,0,0.5245901639344263,0.5,0.14285714285714285,0.3488372093023256,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,95.0,0.021052631578947368,0.5157894736842106
Peter Gojowczyk,146.0,2.0,22,15.0,8.0,67.0,86.0,30.0,69.0,4.0,10.0,54.0,151.0,151,0,0.7790697674418605,0.43478260869565216,0.4,0.3576158940397351,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,155.0,0.0967741935483871,0.6258064516129033
Rajeev Ram,128.0,2.0,22,11.0,2.0,66.0,94.0,22.0,48.0,4.0,10.0,39.0,130.0,127,0,0.7021276595744681,0.4583333333333333,0.4,0.3,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,142.0,0.07746478873239436,0.6197183098591549
Roberto Bautista Agut,64.0,1.0,13,2.0,5.0,42.0,74.0,20.0,46.0,3.0,8.0,42.0,119.0,104,0,0.5675675675675675,0.43478260869565216,0.375,0.35294117647058826,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,120.0,0.016666666666666666,0.5166666666666667
Rogerio Dutra Silva,134.0,0.0,3,2.0,5.0,21.0,44.0,12.0,32.0,0.0,1.0,13.0,54.0,46,0,0.4772727272727273,0.375,0.0,0.24074074074074073,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,76.0,0.02631578947368421,0.4342105263157895
Sam Querrey,31.0,1.0,23,25.0,7.0,77.0,92.0,34.0,67.0,1.0,8.0,39.0,148.0,150,0,0.8369565217391305,0.5074626865671642,0.125,0.2635135135135135,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,159.0,0.15723270440251572,0.6981132075471698
Somdev Devvarman,114.0,0.0,15,7.0,4.0,41.0,63.0,24.0,50.0,5.0,18.0,49.0,124.0,114,0,0.6507936507936508,0.48,0.2777777777777778,0.3951612903225806,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,113.0,0.061946902654867256,0.5752212389380531
Stephane Robert,150.0,0.0,13,8.0,5.0,35.0,50.0,19.0,44.0,3.0,10.0,43.0,115.0,97,0,0.7,0.4318181818181818,0.3,0.3739130434782609,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,94.0,0.0851063829787234,0.574468085106383
Tobias Kamke,89.0,0.0,8,3.0,5.0,19.0,36.0,23.0,43.0,2.0,2.0,20.0,65.0,62,0,0.5277777777777778,0.5348837209302325,1.0,0.3076923076923077,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,79.0,0.0379746835443038,0.5316455696202531
Yen-Hsun Lu,60.0,0.0,13,4.0,5.0,44.0,71.0,13.0,33.0,4.0,13.0,44.0,115.0,101,0,0.6197183098591549,0.3939393939393939,0.3076923076923077,0.3826086956521739,2013-08-26,2013,"U.S. Open, New York",Second Round,Hard,104.0,0.038461538461538464,0.5480769230769231
Adrian Mannarino,63.0,0.0,5,1.0,0.0,27.0,49.0,9.0,26.0,0.0,1.0,18.0,69.0,54,0,0.5510204081632653,0.34615384615384615,0.0,0.2608695652173913,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,75.0,0.013333333333333334,0.48
Andreas Seppi,23.0,2.0,20,10.0,5.0,55.0,78.0,23.0,50.0,5.0,19.0,56.0,144.0,134,0,0.7051282051282052,0.46,0.2631578947368421,0.3888888888888889,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,128.0,0.078125,0.609375
Daniel Evans,179.0,1.0,18,8.0,8.0,65.0,96.0,23.0,59.0,4.0,11.0,42.0,125.0,130,0,0.6770833333333334,0.3898305084745763,0.36363636363636365,0.336,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,155.0,0.05161290322580645,0.567741935483871
Dmitry Tursunov,34.0,1.0,15,25.0,4.0,46.0,63.0,24.0,56.0,3.0,7.0,29.0,92.0,99,0,0.7301587301587301,0.42857142857142855,0.42857142857142855,0.31521739130434784,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,119.0,0.21008403361344538,0.5882352941176471
Evgeny Donskoy,102.0,1.0,16,13.0,2.0,55.0,66.0,17.0,48.0,1.0,7.0,39.0,125.0,111,0,0.8333333333333334,0.3541666666666667,0.14285714285714285,0.312,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,114.0,0.11403508771929824,0.631578947368421
Feliciano Lopez,26.0,1.0,18,7.0,8.0,56.0,79.0,29.0,55.0,0.0,4.0,28.0,113.0,113,0,0.7088607594936709,0.5272727272727272,0.0,0.24778761061946902,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,134.0,0.05223880597014925,0.6343283582089553
Florian Mayer,47.0,0.0,10,0.0,2.0,40.0,57.0,15.0,35.0,0.0,2.0,19.0,81.0,74,0,0.7017543859649122,0.42857142857142855,0.0,0.2345679012345679,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,92.0,0.0,0.5978260869565217
Ivan Dodig,38.0,0.0,10,6.0,1.0,28.0,39.0,18.0,36.0,0.0,2.0,17.0,78.0,63,0,0.717948717948718,0.5,0.0,0.21794871794871795,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,75.0,0.08,0.6133333333333333
Jack Sock,86.0,1.0,15,19.0,8.0,35.0,46.0,27.0,53.0,2.0,6.0,28.0,107.0,90,0,0.7608695652173914,0.5094339622641509,0.3333333333333333,0.2616822429906542,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,99.0,0.1919191919191919,0.6262626262626263
Joao Sousa,95.0,0.0,4,2.0,3.0,30.0,54.0,10.0,38.0,1.0,2.0,14.0,56.0,54,0,0.5555555555555556,0.2631578947368421,0.5,0.25,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,92.0,0.021739130434782608,0.43478260869565216
John Isner,17.0,1.0,21,26.0,5.0,72.0,86.0,14.0,30.0,2.0,7.0,37.0,130.0,123,0,0.8372093023255814,0.4666666666666667,0.2857142857142857,0.2846153846153846,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,116.0,0.22413793103448276,0.7413793103448276
Julien Benneteau,35.0,0.0,5,5.0,6.0,25.0,40.0,12.0,37.0,0.0,3.0,26.0,79.0,63,0,0.625,0.32432432432432434,0.0,0.3291139240506329,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,77.0,0.06493506493506493,0.4805194805194805
Marcos Baghdatis,53.0,1.0,18,16.0,8.0,50.0,72.0,43.0,80.0,2.0,9.0,39.0,131.0,132,0,0.6944444444444444,0.5375,0.2222222222222222,0.29770992366412213,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,152.0,0.10526315789473684,0.6118421052631579
Mikhail Kukushkin,172.0,1.0,17,4.0,3.0,50.0,74.0,27.0,72.0,6.0,8.0,35.0,102.0,112,0,0.6756756756756757,0.375,0.75,0.3431372549019608,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,146.0,0.0273972602739726,0.5273972602739726
Tim Smyczek,109.0,2.0,24,10.0,3.0,63.0,87.0,26.0,55.0,7.0,16.0,57.0,151.0,146,0,0.7241379310344828,0.4727272727272727,0.4375,0.37748344370860926,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,142.0,0.07042253521126761,0.6267605633802817
Tommy Haas,13.0,1.0,14,5.0,1.0,37.0,52.0,22.0,52.0,4.0,9.0,36.0,100.0,95,0,0.7115384615384616,0.4230769230769231,0.4444444444444444,0.36,2013-08-26,2013,"U.S. Open, New York",Third Round,Hard,104.0,0.04807692307692308,0.5673076923076923
Denis Istomin,65.0,1.0,16,4.0,2.0,55.0,85.0,20.0,38.0,2.0,4.0,39.0,120.0,114,0,0.6470588235294118,0.5263157894736842,0.5,0.325,2013-08-26,2013,"U.S. Open, New York",Fourth Round,Hard,123.0,0.032520325203252036,0.6097560975609756
Janko Tipsarevic,21.0,1.0,23,8.0,5.0,68.0,103.0,34.0,72.0,5.0,14.0,51.0,142.0,153,0,0.6601941747572816,0.4722222222222222,0.35714285714285715,0.3591549295774648,2013-08-26,2013,"U.S. Open, New York",Fourth Round,Hard,175.0,0.045714285714285714,0.5828571428571429
Lleyton Hewitt,66.0,2.0,25,8.0,9.0,48.0,76.0,37.0,70.0,8.0,12.0,61.0,145.0,146,0,0.631578947368421,0.5285714285714286,0.6666666666666666,0.4206896551724138,2013-08-26,2013,"U.S. Open, New York",Fourth Round,Hard,146.0,0.0547945205479452,0.5821917808219178
Marcel Granollers,43.0,0.0,3,2.0,2.0,16.0,33.0,12.0,36.0,0.0,1.0,8.0,53.0,36,0,0.48484848484848486,0.3333333333333333,0.0,0.1509433962264151,2013-08-26,2013,"U.S. Open, New York",Fourth Round,Hard,69.0,0.028985507246376812,0.4057971014492754
Milos Raonic,11.0,2.0,30,39.0,11.0,83.0,110.0,46.0,88.0,6.0,22.0,78.0,204.0,207,0,0.7545454545454545,0.5227272727272727,0.2727272727272727,0.38235294117647056,2013-08-26,2013,"U.S. Open, New York",Fourth Round,Hard,198.0,0.19696969696969696,0.6515151515151515
Philipp Kohlschreiber,25.0,1.0,15,12.0,1.0,58.0,88.0,26.0,52.0,0.0,1.0,28.0,108.0,112,0,0.6590909090909091,0.5,0.0,0.25925925925925924,2013-08-26,2013,"U.S. Open, New York",Fourth Round,Hard,140.0,0.08571428571428572,0.6
Roger Federer,7.0,0.0,13,5.0,0.0,38.0,52.0,16.0,34.0,2.0,16.0,47.0,125.0,101,0,0.7307692307692307,0.47058823529411764,0.125,0.376,2013-08-26,2013,"U.S. Open, New York",Fourth Round,Hard,86.0,0.05813953488372093,0.627906976744186
Tomas Berdych,5.0,1.0,15,3.0,3.0,51.0,67.0,19.0,48.0,3.0,6.0,40.0,122.0,110,0,0.7611940298507462,0.3958333333333333,0.5,0.32786885245901637,2013-08-26,2013,"U.S. Open, New York",Fourth Round,Hard,115.0,0.02608695652173913,0.6086956521739131
Andy Murray,3.0,0.0,9,5.0,4.0,37.0,69.0,22.0,40.0,0.0,0.0,19.0,76.0,78,0,0.5362318840579711,0.55,0.0,0.25,2013-08-26,2013,"U.S. Open, New York",Quarter-finals,Hard,109.0,0.045871559633027525,0.5412844036697247
David Ferrer,4.0,2.0,19,5.0,3.0,53.0,86.0,29.0,50.0,4.0,15.0,55.0,143.0,137,0,0.6162790697674418,0.58,0.26666666666666666,0.38461538461538464,2013-08-26,2013,"U.S. Open, New York",Quarter-finals,Hard,136.0,0.03676470588235294,0.6029411764705882
Mikhail Youzhny,24.0,1.0,11,2.0,4.0,29.0,55.0,23.0,44.0,2.0,10.0,35.0,103.0,87,0,0.5272727272727272,0.5227272727272727,0.2,0.33980582524271846,2013-08-26,2013,"U.S. Open, New York",Quarter-finals,Hard,99.0,0.020202020202020204,0.5252525252525253
Tommy Robredo,22.0,0.0,4,3.0,4.0,20.0,34.0,9.0,32.0,0.0,0.0,14.0,59.0,43,0,0.5882352941176471,0.28125,0.0,0.23728813559322035,2013-08-26,2013,"U.S. Open, New York",Quarter-finals,Hard,66.0,0.045454545454545456,0.4393939393939394
Richard Gasquet,9.0,0.0,12,6.0,4.0,41.0,58.0,15.0,33.0,1.0,6.0,28.0,95.0,84,0,0.7068965517241379,0.45454545454545453,0.16666666666666666,0.29473684210526313,2013-08-26,2013,"U.S. Open, New York",Semi-finals,Hard,91.0,0.06593406593406594,0.6153846153846154
Stan Wawrinka,10.0,2.0,25,8.0,7.0,68.0,96.0,48.0,96.0,5.0,9.0,49.0,138.0,165,0,0.7083333333333334,0.5,0.5555555555555556,0.35507246376811596,2013-08-26,2013,"U.S. Open, New York",Semi-finals,Hard,192.0,0.041666666666666664,0.6041666666666666
Novak Djokovic,1.0,1.0,13,6.0,2.0,40.0,69.0,16.0,33.0,3.0,11.0,46.0,121.0,102,0,0.5797101449275363,0.48484848484848486,0.2727272727272727,0.38016528925619836,2013-08-26,2013,"U.S. Open, New York",Finals,Hard,102.0,0.058823529411764705,0.5490196078431373
Albert Montanes,58.0,1.0,17,1.0,4.0,46.0,62.0,22.0,48.0,3.0,6.0,31.0,88.0,99,0,0.7419354838709677,0.4583333333333333,0.5,0.3522727272727273,2013-09-30,2013,Beijing,First Round,Hard,110.0,0.00909090909090909,0.6181818181818182
Andreas Seppi,22.0,1.0,13,4.0,3.0,32.0,49.0,17.0,30.0,2.0,5.0,27.0,88.0,76,0,0.6530612244897959,0.5666666666666667,0.4,0.3068181818181818,2013-09-30,2013,Beijing,First Round,Hard,79.0,0.05063291139240506,0.620253164556962
Di Wu,243.0,1.0,16,4.0,5.0,44.0,55.0,28.0,49.0,1.0,2.0,19.0,90.0,91,0,0.8,0.5714285714285714,0.5,0.2111111111111111,2013-09-30,2013,Beijing,First Round,Hard,104.0,0.038461538461538464,0.6923076923076923
Florian Mayer,41.0,0.0,9,4.0,1.0,31.0,44.0,13.0,27.0,0.0,4.0,33.0,92.0,77,0,0.7045454545454546,0.48148148148148145,0.0,0.358695652173913,2013-09-30,2013,Beijing,First Round,Hard,71.0,0.056338028169014086,0.6197183098591549
Grigor Dimitrov,29.0,0.0,6,7.0,5.0,17.0,27.0,13.0,26.0,0.0,0.0,11.0,48.0,41,0,0.6296296296296297,0.5,0.0,0.22916666666666666,2013-09-30,2013,Beijing,First Round,Hard,53.0,0.1320754716981132,0.5660377358490566
Julien Benneteau,32.0,0.0,9,3.0,2.0,26.0,40.0,14.0,24.0,1.0,5.0,27.0,78.0,67,0,0.65,0.5833333333333334,0.2,0.34615384615384615,2013-09-30,2013,Beijing,First Round,Hard,64.0,0.046875,0.625
Lukas Rosol,46.0,0.0,3,1.0,3.0,15.0,28.0,9.0,21.0,0.0,2.0,6.0,39.0,30,0,0.5357142857142857,0.42857142857142855,0.0,0.15384615384615385,2013-09-30,2013,Beijing,First Round,Hard,49.0,0.02040816326530612,0.4897959183673469
Mikhail Youzhny,20.0,0.0,9,1.0,5.0,26.0,42.0,14.0,35.0,3.0,8.0,31.0,77.0,71,0,0.6190476190476191,0.4,0.375,0.4025974025974026,2013-09-30,2013,Beijing,First Round,Hard,77.0,0.012987012987012988,0.5194805194805194
Pablo Andujar,54.0,0.0,5,0.0,2.0,21.0,33.0,5.0,17.0,1.0,1.0,19.0,54.0,45,0,0.6363636363636364,0.29411764705882354,1.0,0.35185185185185186,2013-09-30,2013,Beijing,First Round,Hard,50.0,0.0,0.52
Santiago Giraldo,87.0,0.0,6,1.0,3.0,16.0,26.0,9.0,26.0,2.0,4.0,21.0,54.0,46,0,0.6153846153846154,0.34615384615384615,0.5,0.3888888888888889,2013-09-30,2013,Beijing,First Round,Hard,52.0,0.019230769230769232,0.4807692307692308
Somdev Devvarman,97.0,0.0,9,1.0,2.0,31.0,42.0,13.0,32.0,1.0,3.0,18.0,64.0,62,0,0.7380952380952381,0.40625,0.3333333333333333,0.28125,2013-09-30,2013,Beijing,First Round,Hard,74.0,0.013513513513513514,0.5945945945945946
Tommy Haas,12.0,0.0,9,8.0,4.0,29.0,48.0,11.0,26.0,3.0,8.0,34.0,82.0,74,0,0.6041666666666666,0.4230769230769231,0.375,0.4146341463414634,2013-09-30,2013,Beijing,First Round,Hard,74.0,0.10810810810810811,0.5405405405405406
Tommy Robredo,18.0,1.0,14,6.0,4.0,36.0,61.0,21.0,46.0,5.0,11.0,39.0,96.0,96,0,0.5901639344262295,0.45652173913043476,0.45454545454545453,0.40625,2013-09-30,2013,Beijing,First Round,Hard,107.0,0.056074766355140186,0.5327102803738317
Vasek Pospisil,40.0,1.0,16,7.0,1.0,40.0,54.0,20.0,34.0,2.0,4.0,34.0,98.0,94,0,0.7407407407407407,0.5882352941176471,0.5,0.3469387755102041,2013-09-30,2013,Beijing,First Round,Hard,88.0,0.07954545454545454,0.6818181818181818
Yen-Hsun Lu,52.0,0.0,10,1.0,3.0,22.0,38.0,15.0,28.0,3.0,6.0,29.0,77.0,66,0,0.5789473684210527,0.5357142857142857,0.5,0.37662337662337664,2013-09-30,2013,Beijing,First Round,Hard,66.0,0.015151515151515152,0.5606060606060606
Ze Zhang,193.0,0.0,10,0.0,7.0,29.0,47.0,10.0,18.0,2.0,7.0,30.0,78.0,69,0,0.6170212765957447,0.5555555555555556,0.2857142857142857,0.38461538461538464,2013-09-30,2013,Beijing,First Round,Hard,65.0,0.0,0.6
Bernard Tomic,55.0,0.0,10,9.0,0.0,39.0,53.0,8.0,31.0,2.0,3.0,23.0,68.0,70,0,0.7358490566037735,0.25806451612903225,0.6666666666666666,0.3382352941176471,2013-09-30,2013,Beijing,Second Round,Hard,84.0,0.10714285714285714,0.5595238095238095
Fernando Verdasco,31.0,1.0,13,4.0,6.0,35.0,50.0,15.0,33.0,3.0,8.0,26.0,80.0,76,0,0.7,0.45454545454545453,0.375,0.325,2013-09-30,2013,Beijing,Second Round,Hard,83.0,0.04819277108433735,0.6024096385542169
Lleyton Hewitt,59.0,0.0,2,3.0,2.0,11.0,23.0,6.0,21.0,1.0,1.0,17.0,43.0,34,0,0.4782608695652174,0.2857142857142857,1.0,0.3953488372093023,2013-09-30,2013,Beijing,Second Round,Hard,44.0,0.06818181818181818,0.38636363636363635
Marinko Matosevic,56.0,1.0,10,2.0,5.0,23.0,40.0,12.0,34.0,3.0,8.0,33.0,90.0,68,0,0.575,0.35294117647058826,0.375,0.36666666666666664,2013-09-30,2013,Beijing,Second Round,Hard,74.0,0.02702702702702703,0.47297297297297297
Philipp Kohlschreiber,25.0,0.0,10,2.0,1.0,28.0,38.0,18.0,38.0,2.0,6.0,27.0,76.0,73,0,0.7368421052631579,0.47368421052631576,0.3333333333333333,0.35526315789473684,2013-09-30,2013,Beijing,Second Round,Hard,76.0,0.02631578947368421,0.6052631578947368
Roberto Bautista Agut,64.0,1.0,13,1.0,3.0,56.0,86.0,8.0,16.0,0.0,0.0,17.0,82.0,81,0,0.6511627906976745,0.5,0.0,0.2073170731707317,2013-09-30,2013,Beijing,Second Round,Hard,102.0,0.00980392156862745,0.6274509803921569
Stan Wawrinka,9.0,0.0,9,3.0,4.0,25.0,36.0,14.0,29.0,1.0,2.0,17.0,61.0,56,0,0.6944444444444444,0.4827586206896552,0.5,0.2786885245901639,2013-09-30,2013,Beijing,Second Round,Hard,65.0,0.046153846153846156,0.6
David Ferrer,4.0,0.0,7,0.0,1.0,27.0,40.0,7.0,18.0,1.0,2.0,21.0,62.0,55,0,0.675,0.3888888888888889,0.5,0.3387096774193548,2013-09-30,2013,Beijing,Quarter-finals,Hard,58.0,0.0,0.5862068965517241
Fabio Fognini,19.0,1.0,11,3.0,3.0,35.0,62.0,16.0,36.0,4.0,8.0,35.0,79.0,86,0,0.5645161290322581,0.4444444444444444,0.5,0.4430379746835443,2013-09-30,2013,Beijing,Quarter-finals,Hard,98.0,0.030612244897959183,0.5204081632653061
John Isner,16.0,0.0,7,9.0,2.0,27.0,36.0,8.0,31.0,2.0,5.0,26.0,64.0,61,0,0.75,0.25806451612903225,0.4,0.40625,2013-09-30,2013,Beijing,Quarter-finals,Hard,67.0,0.13432835820895522,0.5223880597014925
Sam Querrey,30.0,0.0,3,4.0,2.0,19.0,33.0,7.0,23.0,0.0,0.0,5.0,37.0,31,0,0.5757575757575758,0.30434782608695654,0.0,0.13513513513513514,2013-09-30,2013,Beijing,Quarter-finals,Hard,56.0,0.07142857142857142,0.4642857142857143
Richard Gasquet,10.0,0.0,6,3.0,3.0,28.0,48.0,11.0,25.0,1.0,2.0,14.0,49.0,53,0,0.5833333333333334,0.44,0.5,0.2857142857142857,2013-09-30,2013,Beijing,Semi-finals,Hard,73.0,0.0410958904109589,0.5342465753424658
Tomas Berdych,5.0,0.0,2,1.0,0.0,8.0,12.0,0.0,7.0,1.0,2.0,9.0,19.0,17,0,0.6666666666666666,0.0,0.5,0.47368421052631576,2013-09-30,2013,Beijing,Semi-finals,Hard,19.0,0.05263157894736842,0.42105263157894735
Rafael Nadal,2.0,0.0,7,2.0,2.0,31.0,39.0,7.0,21.0,0.0,0.0,6.0,46.0,44,0,0.7948717948717948,0.3333333333333333,0.0,0.13043478260869565,2013-09-30,2013,Beijing,Finals,Hard,60.0,0.03333333333333333,0.6333333333333333
Benjamin Becker,73.0,0.0,12,9.0,3.0,44.0,58.0,17.0,33.0,0.0,0.0,8.0,65.0,69,0,0.7586206896551724,0.5151515151515151,0.0,0.12307692307692308,2013-09-30,2013,Tokyo,First Round,Hard,91.0,0.0989010989010989,0.6703296703296703
Daniel Brands,61.0,0.0,4,4.0,1.0,21.0,40.0,5.0,14.0,0.0,1.0,13.0,47.0,39,0,0.525,0.35714285714285715,0.0,0.2765957446808511,2013-09-30,2013,Tokyo,First Round,Hard,54.0,0.07407407407407407,0.48148148148148145
Dmitry Tursunov,33.0,1.0,13,10.0,1.0,32.0,45.0,21.0,28.0,1.0,2.0,21.0,78.0,74,0,0.7111111111111111,0.75,0.5,0.2692307692307692,2013-09-30,2013,Tokyo,First Round,Hard,73.0,0.136986301369863,0.726027397260274
Gael Monfils,42.0,0.0,9,11.0,2.0,26.0,39.0,20.0,34.0,0.0,0.0,23.0,75.0,69,0,0.6666666666666666,0.5882352941176471,0.0,0.30666666666666664,2013-09-30,2013,Tokyo,First Round,Hard,73.0,0.1506849315068493,0.6301369863013698
Go Soeda,119.0,0.0,10,3.0,2.0,31.0,42.0,17.0,31.0,0.0,0.0,9.0,58.0,57,0,0.7380952380952381,0.5483870967741935,0.0,0.15517241379310345,2013-09-30,2013,Tokyo,First Round,Hard,73.0,0.0410958904109589,0.6575342465753424
