Player,Rank,Sets_Won,Games_Won,Aces,DoubleFaults,FirstServes_Won,FirstServes_In,SecondServes_Won,SecondServes_In,BreakPoints_Won,BreakPoints,ReturnPoints_Won,ReturnPoints_Faced,TotalPoints_Won,won_game?,FirstServes_ratio,SecondServes_ratio,BreakPoints_ratio,ReturnPoints_ratio,datetime,year,Tournament,Round_Description,Court_Surface,Total_Serves,Aces%,ServesWon%
Agnieszka Radwanska,35.0,2.0,14,3.0,0.0,35.0,60.0,20.0,28.0,3.0,9.0,33.0,90.0,92.0,1,0.5833333333333334,0.7142857142857143,0.3333333333333333,0.36666666666666664,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,88.0,0.03409090909090909,0.625
Naomi Osaka,72.0,2.0,13,11.0,3.0,31.0,44.0,9.0,22.0,5.0,5.0,29.0,66.0,72.0,1,0.7045454545454546,0.4090909090909091,1.0,0.4393939393939394,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,66.0,0.16666666666666666,0.6060606060606061
Andrea Petkovic,98.0,1.0,10,1.0,7.0,43.0,72.0,18.0,36.0,8.0,23.0,53.0,136.0,124.0,1,0.5972222222222222,0.5,0.34782608695652173,0.3897058823529412,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,108.0,0.009259259259259259,0.5648148148148148
Marketa Vondrousova,62.0,2.0,13,2.0,10.0,31.0,44.0,15.0,36.0,5.0,13.0,33.0,80.0,85.0,1,0.7045454545454546,0.4166666666666667,0.38461538461538464,0.4125,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,80.0,0.025,0.575
Timea Babos,51.0,2.0,13,6.0,5.0,31.0,38.0,18.0,35.0,3.0,4.0,17.0,62.0,71.0,1,0.8157894736842105,0.5142857142857142,0.75,0.27419354838709675,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,73.0,0.0821917808219178,0.6712328767123288
Madison Keys,20.0,2.0,13,4.0,1.0,31.0,42.0,8.0,18.0,5.0,9.0,28.0,59.0,68.0,1,0.7380952380952381,0.4444444444444444,0.5555555555555556,0.4745762711864407,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,60.0,0.06666666666666667,0.65
Daria Gavrilova,23.0,2.0,12,0.0,4.0,16.0,22.0,8.0,18.0,7.0,13.0,31.0,52.0,58.0,1,0.7272727272727273,0.4444444444444444,0.5384615384615384,0.5961538461538461,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,40.0,0.0,0.6
Aliaksandra Sasnovich,56.0,2.0,12,1.0,6.0,27.0,35.0,2.0,16.0,6.0,7.0,20.0,46.0,57.0,1,0.7714285714285715,0.125,0.8571428571428571,0.43478260869565216,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,51.0,0.0196078431372549,0.5686274509803921
Karolina Pliskova,6.0,2.0,12,7.0,1.0,23.0,31.0,9.0,28.0,6.0,13.0,35.0,84.0,75.0,1,0.7419354838709677,0.32142857142857145,0.46153846153846156,0.4166666666666667,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,59.0,0.11864406779661017,0.5423728813559322
Ana Bogdan,104.0,2.0,12,1.0,2.0,23.0,36.0,11.0,23.0,6.0,11.0,31.0,66.0,72.0,1,0.6388888888888888,0.4782608695652174,0.5454545454545454,0.4696969696969697,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,59.0,0.01694915254237288,0.576271186440678
Lucie Safarova,29.0,2.0,13,4.0,3.0,30.0,40.0,8.0,13.0,4.0,9.0,30.0,80.0,75.0,1,0.75,0.6153846153846154,0.4444444444444444,0.375,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,53.0,0.07547169811320754,0.7169811320754716
Kirsten Flipkens,75.0,2.0,15,8.0,4.0,33.0,53.0,18.0,38.0,5.0,10.0,42.0,100.0,95.0,1,0.6226415094339622,0.47368421052631576,0.5,0.42,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,91.0,0.08791208791208792,0.5604395604395604
Shuai Zhang,34.0,2.0,15,2.0,1.0,35.0,56.0,12.0,28.0,6.0,9.0,40.0,90.0,89.0,1,0.625,0.42857142857142855,0.6666666666666666,0.4444444444444444,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,84.0,0.023809523809523808,0.5595238095238095
Sorana Cirstea,36.0,2.0,17,6.0,3.0,30.0,52.0,33.0,62.0,6.0,14.0,44.0,107.0,113.0,1,0.5769230769230769,0.532258064516129,0.42857142857142855,0.411214953271028,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,114.0,0.05263157894736842,0.5526315789473685
Jana Fett,119.0,2.0,12,2.0,4.0,15.0,24.0,14.0,25.0,6.0,12.0,32.0,58.0,63.0,1,0.625,0.56,0.5,0.5517241379310345,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,49.0,0.04081632653061224,0.5918367346938775
Barbora Strycova,24.0,2.0,13,1.0,1.0,29.0,42.0,11.0,17.0,5.0,13.0,36.0,74.0,78.0,1,0.6904761904761905,0.6470588235294118,0.38461538461538464,0.4864864864864865,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,59.0,0.01694915254237288,0.6779661016949152
Lara Arruabarrena,87.0,2.0,12,3.0,1.0,23.0,27.0,11.0,16.0,4.0,8.0,24.0,51.0,61.0,1,0.8518518518518519,0.6875,0.5,0.47058823529411764,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,43.0,0.06976744186046512,0.7906976744186046
Kateryna Bondarenko,94.0,2.0,17,2.0,4.0,44.0,72.0,19.0,39.0,6.0,11.0,33.0,94.0,105.0,1,0.6111111111111112,0.48717948717948717,0.5454545454545454,0.35106382978723405,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,111.0,0.018018018018018018,0.5675675675675675
Anett Kontaveit,33.0,2.0,13,5.0,1.0,32.0,46.0,12.0,23.0,4.0,9.0,32.0,77.0,79.0,1,0.6956521739130435,0.5217391304347826,0.4444444444444444,0.4155844155844156,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,69.0,0.07246376811594203,0.6376811594202898
Yulia Putintseva,54.0,2.0,14,0.0,1.0,36.0,56.0,15.0,29.0,4.0,4.0,38.0,88.0,92.0,1,0.6428571428571429,0.5172413793103449,1.0,0.4318181818181818,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,85.0,0.0,0.6
Anastasia Pavlyuchenkova,18.0,2.0,15,1.0,7.0,34.0,53.0,14.0,30.0,6.0,9.0,36.0,85.0,87.0,1,0.6415094339622641,0.4666666666666667,0.6666666666666666,0.4235294117647059,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,83.0,0.012048192771084338,0.5783132530120482
Elena Vesnina,19.0,2.0,12,0.0,2.0,25.0,35.0,16.0,25.0,3.0,7.0,17.0,57.0,65.0,1,0.7142857142857143,0.64,0.42857142857142855,0.2982456140350877,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,60.0,0.0,0.6833333333333333
Lauren Davis,76.0,2.0,18,2.0,8.0,42.0,71.0,20.0,39.0,8.0,14.0,48.0,99.0,112.0,1,0.5915492957746479,0.5128205128205128,0.5714285714285714,0.48484848484848486,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,110.0,0.01818181818181818,0.5636363636363636
Su-Wei Hsieh,88.0,2.0,14,2.0,5.0,30.0,46.0,13.0,29.0,6.0,12.0,39.0,86.0,85.0,1,0.6521739130434783,0.4482758620689655,0.5,0.45348837209302323,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,75.0,0.02666666666666667,0.5733333333333334
Mirjana Lucic-Baroni,30.0,2.0,18,2.0,10.0,41.0,66.0,24.0,51.0,8.0,9.0,44.0,96.0,113.0,1,0.6212121212121212,0.47058823529411764,0.8888888888888888,0.4583333333333333,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,117.0,0.017094017094017096,0.5555555555555556
Caroline Garcia,8.0,2.0,13,5.0,0.0,35.0,51.0,6.0,16.0,5.0,7.0,27.0,64.0,71.0,1,0.6862745098039216,0.375,0.7142857142857143,0.421875,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,67.0,0.07462686567164178,0.6119402985074627
Angelique Kerber,16.0,2.0,12,0.0,1.0,23.0,34.0,9.0,14.0,6.0,16.0,27.0,56.0,64.0,1,0.6764705882352942,0.6428571428571429,0.375,0.48214285714285715,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,48.0,0.0,0.6666666666666666
Nicole Gibbs,113.0,2.0,12,0.0,1.0,16.0,24.0,10.0,18.0,7.0,11.0,27.0,45.0,56.0,1,0.6666666666666666,0.5555555555555556,0.6363636363636364,0.6,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,42.0,0.0,0.6190476190476191
Petra Martic,81.0,2.0,13,0.0,1.0,30.0,49.0,10.0,18.0,5.0,7.0,30.0,70.0,72.0,1,0.6122448979591837,0.5555555555555556,0.7142857142857143,0.42857142857142855,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,67.0,0.0,0.5970149253731343
Darya Kasatkina,25.0,2.0,12,1.0,2.0,18.0,31.0,11.0,22.0,7.0,10.0,29.0,43.0,59.0,1,0.5806451612903226,0.5,0.7,0.6744186046511628,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,53.0,0.018867924528301886,0.5471698113207547
Magda Linette,74.0,2.0,14,1.0,3.0,35.0,49.0,15.0,24.0,3.0,8.0,31.0,88.0,84.0,1,0.7142857142857143,0.625,0.375,0.3522727272727273,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,73.0,0.0136986301369863,0.684931506849315
Katerina Siniakova,59.0,2.0,18,7.0,2.0,45.0,62.0,17.0,35.0,6.0,10.0,31.0,90.0,101.0,1,0.7258064516129032,0.4857142857142857,0.6,0.34444444444444444,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,97.0,0.07216494845360824,0.6391752577319587
Magdalena Rybarikova,21.0,2.0,13,2.0,0.0,28.0,37.0,7.0,12.0,5.0,10.0,26.0,52.0,64.0,1,0.7567567567567568,0.5833333333333334,0.5,0.5,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,49.0,0.04081632653061224,0.7142857142857143
Donna Vekic,52.0,2.0,13,1.0,3.0,33.0,43.0,14.0,26.0,3.0,11.0,38.0,91.0,87.0,1,0.7674418604651163,0.5384615384615384,0.2727272727272727,0.4175824175824176,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,69.0,0.014492753623188406,0.6811594202898551
Eugenie Bouchard,112.0,2.0,13,12.0,1.0,38.0,51.0,15.0,30.0,2.0,8.0,27.0,84.0,89.0,1,0.7450980392156863,0.5,0.25,0.32142857142857145,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,81.0,0.14814814814814814,0.654320987654321
Garbine Muguruza,3.0,2.0,12,5.0,1.0,26.0,36.0,13.0,21.0,4.0,10.0,34.0,79.0,76.0,1,0.7222222222222222,0.6190476190476191,0.4,0.43037974683544306,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,57.0,0.08771929824561403,0.6842105263157895
Beatriz Haddad Maia,70.0,2.0,13,2.0,6.0,27.0,43.0,6.0,21.0,7.0,14.0,44.0,85.0,81.0,1,0.627906976744186,0.2857142857142857,0.5,0.5176470588235295,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,64.0,0.03125,0.515625
Carla Suarez Navarro,39.0,2.0,13,0.0,2.0,27.0,44.0,14.0,22.0,5.0,8.0,31.0,74.0,75.0,1,0.6136363636363636,0.6363636363636364,0.625,0.4189189189189189,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,66.0,0.0,0.6212121212121212
Elina Svitolina,4.0,2.0,12,2.0,1.0,18.0,22.0,12.0,20.0,5.0,13.0,32.0,68.0,65.0,1,0.8181818181818182,0.6,0.38461538461538464,0.47058823529411764,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,42.0,0.047619047619047616,0.7142857142857143
Ashleigh Barty,17.0,2.0,18,11.0,3.0,43.0,71.0,24.0,35.0,4.0,6.0,30.0,93.0,101.0,1,0.6056338028169014,0.6857142857142857,0.6666666666666666,0.3225806451612903,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,106.0,0.10377358490566038,0.6320754716981132
Lesya Tsurenko,43.0,2.0,15,2.0,4.0,35.0,51.0,19.0,35.0,4.0,13.0,33.0,93.0,90.0,1,0.6862745098039216,0.5428571428571428,0.3076923076923077,0.3548387096774194,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,86.0,0.023255813953488372,0.627906976744186
Julia Goerges,12.0,2.0,12,14.0,1.0,29.0,32.0,14.0,25.0,2.0,7.0,22.0,63.0,67.0,1,0.90625,0.56,0.2857142857142857,0.3492063492063492,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,57.0,0.24561403508771928,0.7543859649122807
Kiki Bertens,32.0,2.0,18,8.0,9.0,49.0,66.0,15.0,42.0,7.0,15.0,47.0,103.0,112.0,1,0.7424242424242424,0.35714285714285715,0.4666666666666667,0.4563106796116505,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,108.0,0.07407407407407407,0.5925925925925926
Elise Mertens,37.0,2.0,12,2.0,6.0,22.0,28.0,11.0,23.0,5.0,10.0,26.0,48.0,60.0,1,0.7857142857142857,0.4782608695652174,0.5,0.5416666666666666,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,51.0,0.0392156862745098,0.6470588235294118
Simona Halep,1.0,2.0,13,2.0,1.0,26.0,41.0,15.0,29.0,5.0,13.0,34.0,86.0,84.0,1,0.6341463414634146,0.5172413793103449,0.38461538461538464,0.3953488372093023,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,70.0,0.02857142857142857,0.5857142857142857
Olivia Rogowska,168.0,2.0,18,1.0,5.0,34.0,53.0,16.0,33.0,8.0,14.0,43.0,103.0,100.0,1,0.6415094339622641,0.48484848484848486,0.5714285714285714,0.4174757281553398,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,86.0,0.011627906976744186,0.5813953488372093
Camila Giorgi,71.0,2.0,12,7.0,5.0,32.0,47.0,12.0,29.0,5.0,9.0,32.0,64.0,80.0,1,0.6808510638297872,0.41379310344827586,0.5555555555555556,0.5,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,76.0,0.09210526315789473,0.5789473684210527
Bernarda Pera,123.0,2.0,12,2.0,2.0,28.0,36.0,8.0,17.0,4.0,6.0,18.0,42.0,56.0,1,0.7777777777777778,0.47058823529411764,0.6666666666666666,0.42857142857142855,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,53.0,0.03773584905660377,0.6792452830188679
Alize Cornet,42.0,2.0,12,0.0,4.0,29.0,39.0,11.0,21.0,4.0,9.0,24.0,64.0,71.0,1,0.7435897435897436,0.5238095238095238,0.4444444444444444,0.375,2018-01-15,2018,"Australian Open, Melbourne",First Round,Hard,60.0,0.0,0.6666666666666666
Aliaksandra Sasnovich,56.0,2.0,12,2.0,3.0,27.0,30.0,6.0,16.0,5.0,11.0,24.0,53.0,62.0,1,0.9,0.375,0.45454545454545453,0.4528301886792453,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,46.0,0.043478260869565216,0.717391304347826
Magdalena Rybarikova,21.0,2.0,12,0.0,1.0,19.0,40.0,19.0,33.0,5.0,9.0,35.0,81.0,75.0,1,0.475,0.5757575757575758,0.5555555555555556,0.43209876543209874,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,73.0,0.0,0.5205479452054794
Lauren Davis,76.0,2.0,16,5.0,5.0,25.0,45.0,21.0,34.0,8.0,12.0,38.0,72.0,87.0,1,0.5555555555555556,0.6176470588235294,0.6666666666666666,0.5277777777777778,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,79.0,0.06329113924050633,0.5822784810126582
Naomi Osaka,72.0,2.0,13,8.0,3.0,32.0,39.0,13.0,28.0,3.0,5.0,27.0,71.0,75.0,1,0.8205128205128205,0.4642857142857143,0.6,0.38028169014084506,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,67.0,0.11940298507462686,0.6716417910447762
Denisa Allertova,130.0,2.0,13,2.0,1.0,35.0,53.0,12.0,25.0,4.0,6.0,31.0,73.0,79.0,1,0.660377358490566,0.48,0.6666666666666666,0.4246575342465753,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,78.0,0.02564102564102564,0.6025641025641025
Lucie Safarova,29.0,2.0,12,6.0,2.0,23.0,37.0,19.0,33.0,4.0,5.0,26.0,59.0,71.0,1,0.6216216216216216,0.5757575757575758,0.8,0.4406779661016949,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,70.0,0.08571428571428572,0.6
Petra Martic,81.0,2.0,13,2.0,5.0,33.0,50.0,14.0,28.0,4.0,14.0,43.0,100.0,93.0,1,0.66,0.5,0.2857142857142857,0.43,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,78.0,0.02564102564102564,0.6025641025641025
Kateryna Bondarenko,94.0,2.0,12,3.0,3.0,32.0,46.0,9.0,19.0,4.0,7.0,22.0,54.0,66.0,1,0.6956521739130435,0.47368421052631576,0.5714285714285714,0.4074074074074074,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,65.0,0.046153846153846156,0.6307692307692307
Alize Cornet,42.0,2.0,12,2.0,4.0,29.0,40.0,12.0,24.0,3.0,11.0,25.0,66.0,69.0,1,0.725,0.5,0.2727272727272727,0.3787878787878788,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,64.0,0.03125,0.640625
Bernarda Pera,123.0,2.0,13,7.0,4.0,23.0,34.0,16.0,27.0,4.0,17.0,33.0,84.0,77.0,1,0.6764705882352942,0.5925925925925926,0.23529411764705882,0.39285714285714285,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,61.0,0.11475409836065574,0.639344262295082
Maria Sharapova,48.0,2.0,13,4.0,4.0,27.0,33.0,11.0,24.0,5.0,6.0,29.0,60.0,68.0,1,0.8181818181818182,0.4583333333333333,0.8333333333333334,0.48333333333333334,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,57.0,0.07017543859649122,0.6666666666666666
Ashleigh Barty,17.0,2.0,17,12.0,2.0,39.0,53.0,13.0,29.0,6.0,9.0,45.0,98.0,99.0,1,0.7358490566037735,0.4482758620689655,0.6666666666666666,0.45918367346938777,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,82.0,0.14634146341463414,0.6341463414634146
Marta Kostyuk,521.0,2.0,13,6.0,11.0,35.0,52.0,12.0,34.0,5.0,10.0,29.0,65.0,79.0,1,0.6730769230769231,0.35294117647058826,0.5,0.4461538461538462,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,86.0,0.06976744186046512,0.5465116279069767
Jelena Ostapenko,7.0,2.0,15,10.0,5.0,26.0,43.0,14.0,32.0,7.0,13.0,42.0,87.0,84.0,1,0.6046511627906976,0.4375,0.5384615384615384,0.4827586206896552,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,75.0,0.13333333333333333,0.5333333333333333
Kiki Bertens,32.0,2.0,13,7.0,2.0,31.0,41.0,12.0,21.0,3.0,8.0,23.0,58.0,68.0,1,0.7560975609756098,0.5714285714285714,0.375,0.39655172413793105,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,62.0,0.11290322580645161,0.6935483870967742
Anett Kontaveit,33.0,2.0,16,6.0,9.0,37.0,49.0,19.0,39.0,5.0,12.0,30.0,85.0,93.0,1,0.7551020408163265,0.48717948717948717,0.4166666666666667,0.35294117647058826,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,88.0,0.06818181818181818,0.6363636363636364
Agnieszka Radwanska,35.0,2.0,15,2.0,2.0,43.0,62.0,14.0,31.0,4.0,12.0,36.0,100.0,100.0,1,0.6935483870967742,0.45161290322580644,0.3333333333333333,0.36,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,93.0,0.021505376344086023,0.6129032258064516
Barbora Strycova,24.0,2.0,12,3.0,3.0,30.0,41.0,13.0,23.0,3.0,10.0,27.0,63.0,70.0,1,0.7317073170731707,0.5652173913043478,0.3,0.42857142857142855,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,64.0,0.046875,0.671875
Kaia Kanepi,79.0,2.0,12,4.0,2.0,20.0,28.0,13.0,21.0,5.0,8.0,30.0,73.0,69.0,1,0.7142857142857143,0.6190476190476191,0.625,0.410958904109589,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,49.0,0.08163265306122448,0.673469387755102
Elise Mertens,37.0,2.0,13,0.0,4.0,40.0,60.0,9.0,28.0,6.0,8.0,26.0,67.0,85.0,1,0.6666666666666666,0.32142857142857145,0.75,0.3880597014925373,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,88.0,0.0,0.5568181818181818
Carla Suarez Navarro,39.0,2.0,14,4.0,2.0,46.0,70.0,10.0,22.0,4.0,7.0,25.0,72.0,83.0,1,0.6571428571428571,0.45454545454545453,0.5714285714285714,0.3472222222222222,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,92.0,0.043478260869565216,0.6086956521739131
Su-Wei Hsieh,88.0,2.0,13,3.0,3.0,36.0,56.0,15.0,29.0,4.0,11.0,37.0,87.0,93.0,1,0.6428571428571429,0.5172413793103449,0.36363636363636365,0.42528735632183906,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,85.0,0.03529411764705882,0.6
Simona Halep,1.0,2.0,12,1.0,2.0,15.0,24.0,9.0,18.0,7.0,14.0,34.0,57.0,60.0,1,0.625,0.5,0.5,0.5964912280701754,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,42.0,0.023809523809523808,0.5714285714285714
Ana Bogdan,104.0,2.0,13,4.0,3.0,30.0,44.0,10.0,23.0,5.0,8.0,35.0,82.0,80.0,1,0.6818181818181818,0.43478260869565216,0.625,0.4268292682926829,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,67.0,0.05970149253731343,0.5970149253731343
Karolina Pliskova,6.0,2.0,12,5.0,3.0,19.0,24.0,10.0,14.0,5.0,7.0,17.0,36.0,50.0,1,0.7916666666666666,0.7142857142857143,0.7142857142857143,0.4722222222222222,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,38.0,0.13157894736842105,0.7631578947368421
Angelique Kerber,16.0,2.0,12,3.0,2.0,24.0,33.0,16.0,27.0,4.0,5.0,22.0,44.0,62.0,1,0.7272727272727273,0.5925925925925926,0.8,0.5,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,60.0,0.05,0.6666666666666666
Madison Keys,20.0,2.0,12,7.0,1.0,17.0,19.0,12.0,17.0,5.0,10.0,18.0,36.0,52.0,1,0.8947368421052632,0.7058823529411765,0.5,0.5,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,36.0,0.19444444444444445,0.8055555555555556
Luksika Kumkhum,124.0,2.0,12,3.0,4.0,25.0,36.0,11.0,26.0,6.0,16.0,29.0,64.0,71.0,1,0.6944444444444444,0.4230769230769231,0.375,0.453125,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,62.0,0.04838709677419355,0.5806451612903226
Elina Svitolina,4.0,2.0,16,9.0,3.0,36.0,53.0,19.0,39.0,6.0,20.0,43.0,98.0,104.0,1,0.6792452830188679,0.48717948717948717,0.3,0.4387755102040816,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,92.0,0.09782608695652174,0.5978260869565217
Magda Linette,74.0,2.0,13,1.0,4.0,26.0,47.0,11.0,22.0,6.0,8.0,34.0,74.0,76.0,1,0.5531914893617021,0.5,0.75,0.4594594594594595,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,69.0,0.014492753623188406,0.5362318840579711
Caroline Wozniacki,2.0,2.0,16,4.0,7.0,43.0,69.0,14.0,34.0,7.0,10.0,35.0,89.0,101.0,1,0.6231884057971014,0.4117647058823529,0.7,0.39325842696629215,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,103.0,0.038834951456310676,0.5533980582524272
Caroline Garcia,8.0,2.0,20,8.0,1.0,53.0,71.0,18.0,30.0,5.0,14.0,38.0,118.0,117.0,1,0.7464788732394366,0.6,0.35714285714285715,0.3220338983050847,2018-01-15,2018,"Australian Open, Melbourne",Second Round,Hard,101.0,0.07920792079207921,0.7029702970297029
Carla Suarez Navarro,39.0,2.0,15,1.0,1.0,32.0,50.0,11.0,22.0,7.0,13.0,42.0,89.0,88.0,1,0.64,0.5,0.5384615384615384,0.47191011235955055,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,72.0,0.013888888888888888,0.5972222222222222
Angelique Kerber,16.0,2.0,12,1.0,2.0,25.0,29.0,6.0,16.0,5.0,8.0,25.0,46.0,58.0,1,0.8620689655172413,0.375,0.625,0.5434782608695652,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,45.0,0.022222222222222223,0.6888888888888889
Magdalena Rybarikova,21.0,2.0,16,9.0,3.0,43.0,58.0,14.0,29.0,4.0,4.0,21.0,79.0,87.0,1,0.7413793103448276,0.4827586206896552,1.0,0.26582278481012656,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,87.0,0.10344827586206896,0.6551724137931034
Karolina Pliskova,6.0,2.0,14,11.0,1.0,46.0,54.0,9.0,16.0,1.0,2.0,23.0,80.0,81.0,1,0.8518518518518519,0.5625,0.5,0.2875,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,70.0,0.15714285714285714,0.7857142857142857
Elise Mertens,37.0,2.0,13,2.0,5.0,37.0,62.0,6.0,20.0,7.0,16.0,32.0,76.0,86.0,1,0.5967741935483871,0.3,0.4375,0.42105263157894735,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,82.0,0.024390243902439025,0.524390243902439
Caroline Wozniacki,2.0,2.0,12,3.0,1.0,34.0,48.0,11.0,21.0,3.0,4.0,22.0,54.0,69.0,1,0.7083333333333334,0.5238095238095238,0.75,0.4074074074074074,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,69.0,0.043478260869565216,0.6521739130434783
Denisa Allertova,130.0,2.0,12,5.0,5.0,24.0,30.0,11.0,21.0,4.0,11.0,28.0,65.0,67.0,1,0.8,0.5238095238095238,0.36363636363636365,0.4307692307692308,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,51.0,0.09803921568627451,0.6862745098039216
Madison Keys,20.0,2.0,12,6.0,2.0,33.0,42.0,12.0,20.0,2.0,5.0,24.0,60.0,70.0,1,0.7857142857142857,0.6,0.4,0.4,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,62.0,0.0967741935483871,0.7258064516129032
Petra Martic,81.0,2.0,16,2.0,5.0,29.0,49.0,20.0,42.0,7.0,12.0,42.0,99.0,96.0,1,0.5918367346938775,0.47619047619047616,0.5833333333333334,0.42424242424242425,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,91.0,0.02197802197802198,0.5384615384615384
Simona Halep,1.0,2.0,15,4.0,4.0,71.0,109.0,21.0,40.0,7.0,22.0,59.0,154.0,158.0,1,0.6513761467889908,0.525,0.3181818181818182,0.38311688311688313,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,149.0,0.026845637583892617,0.6174496644295302
Caroline Garcia,8.0,2.0,17,10.0,1.0,48.0,65.0,11.0,25.0,5.0,7.0,28.0,83.0,94.0,1,0.7384615384615385,0.44,0.7142857142857143,0.3373493975903614,2018-01-15,2018,"Australian Open, Melbourne",Third Round,Hard,90.0,0.1111111111111111,0.6555555555555556
