Player1,Player2,Rank_diff,Sets_Won_diff,Games_Won_diff,Aces_diff,DoubleFaults_diff,FirstServes_Won_diff,FirstServes_In_diff,SecondServes_Won_diff,SecondServes_In_diff,BreakPoints_Won_diff,BreakPoints_diff,ReturnPoints_Won_diff,ReturnPoints_Faced_diff,TotalPoints_Won_diff,FirstServes_ratio_diff,SecondServes_ratio_diff,BreakPoints_ratio_diff,ReturnPoints_ratio_diff,Court_Surface,Round_Description,datetime,year,month,day,Round_Description_clean,Player1_Rank,Player2_Rank,Player1_Rank_Grouped,Player2_Rank_Grouped,Player1Win
Fabiano De Paula,Tim Puetz,36.0,-2,-4,-7.0,-0.0,13,26,-9,-5,-2.0,-6.0,,,-13,-0.09133489461358313,-0.2528735632183908,-0.0,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,219.0,183.0,"(200.0, 225.0]","(175.0, 200.0]",0
Farrukh Dustov,Liam Broady,-72.0,-2,-5,1.0,-0.0,-7,-8,-1,3,-2.0,-1.0,,,-11,-0.037815126050420145,-0.15555555555555556,-0.4,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,121.0,193.0,"(100.0, 125.0]","(175.0, 200.0]",0
Alex Kuznetsov,Frank Dancevic,39.0,1,3,2.0,-1.0,5,2,-4,-6,2.0,4.0,5.0,4.0,6,0.06692307692307686,-0.037438423645320185,0.0,0.0442992011619463,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,184.0,145.0,"(175.0, 200.0]","(125.0, 150.0]",1
Gastao Elias,Peter Torebko,-99.0,-1,1,6.0,1.0,6,12,9,13,-0.0,-1.0,,,5,-0.03921568627450989,0.06097560975609756,0.025641025641025605,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,143.0,242.0,"(125.0, 150.0]","(225.0, 250.0]",0
Gavin Van Peperzeel,Maxime Authom,288.0,-2,-7,1.0,-0.0,0,9,-2,5,-4.0,-6.0,-16.0,-14.0,-18,-0.2567934782608695,-0.28333333333333327,-0.6666666666666666,-0.2651821862348178,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,485.0,197.0,"(475.0, 500.0]","(175.0, 200.0]",0
Jozef Kovalik,Gianni Mina,-38.0,2,5,3.0,4.0,2,-3,8,16,2.0,0.0,,,7,0.1262626262626263,-0.00891861761426982,0.5,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,203.0,241.0,"(200.0, 225.0]","(225.0, 250.0]",1
Yoshihito Nishioka,Gonzalo Lama,-60.0,2,9,7.0,0.0,11,2,2,-5,4.0,10.0,16.0,3.0,29,0.37481481481481477,0.31372549019607837,-0.08333333333333331,0.36446886446886445,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,165.0,225.0,"(150.0, 175.0]","(200.0, 225.0]",1
Guido Andreozzi,Aljaz Bedene,86.0,-1,-4,1.0,5.0,10,18,-11,-6,-2.0,-4.0,-13.0,-12.0,-14,-0.033288043478260865,-0.1854066985645933,-0.0,-0.08823529411764708,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,202.0,116.0,"(200.0, 225.0]","(100.0, 125.0]",0
Jan Mertl,Guilherme Clezar,-18.0,1,6,8.0,-2.0,5,-6,-1,-7,3.0,7.0,,,21,0.14107142857142863,0.05849358974358976,0.11363636363636365,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,213.0,231.0,"(200.0, 225.0]","(225.0, 250.0]",1
Marton Fucsovics,Hans Podlipnik-Castillo,-22.0,2,5,2.0,,6,-6,1,-3,2.0,3.0,,,23,0.289044289044289,0.18888888888888888,0.5,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,158.0,180.0,"(150.0, 175.0]","(175.0, 200.0]",1
Harry Bourchier,Aleksandr Nedovyesov,456.0,-2,-10,-2.0,1.0,-13,-6,2,10,-5.0,-3.0,,,-26,-0.36688311688311687,-0.16450216450216448,-0.8333333333333334,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,584.0,128.0,"(575.0, 600.0]","(125.0, 150.0]",0
Horacio Zeballos,Marius Copil,-69.0,-2,-4,-8.0,1.0,1,13,-3,-6,-2.0,-3.0,,,-11,-0.21464330413016264,-0.0,-0.16666666666666666,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,125.0,194.0,"(100.0, 125.0]","(175.0, 200.0]",0
Ilija Bozoljac,Laurent Lokoli,-54.0,-2,-4,1.0,1.0,1,9,-9,-10,-1.0,-1.0,,,-15,-0.11762075134168148,-0.13725490196078427,-0.25,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,205.0,259.0,"(200.0, 225.0]","(250.0, 275.0]",0
Steve Darcis,Inigo Cervantes,-115.0,2,8,-1.0,-2.0,9,5,1,-1,4.0,6.0,,,16,0.15714285714285714,0.07142857142857145,0.22222222222222227,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,133.0,248.0,"(125.0, 150.0]","(225.0, 250.0]",1
Jesse Huta Galung,Andrew Harris,-300.0,-2,-4,1.0,1.0,-3,-6,-2,8,-2.0,-1.0,-7.0,-2.0,-12,0.020238713025428123,-0.217989417989418,-0.26190476190476186,-0.08321479374110952,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,199.0,499.0,"(175.0, 200.0]","(475.0, 500.0]",0
Andrea Arnaboldi,Jonathan Eysseric,-67.0,2,5,-6.0,-4.0,-13,-23,12,-6,2.0,4.0,28.0,29.0,27,0.08378378378378382,0.5192307692307693,0.25,0.23429951690821255,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,178.0,245.0,"(175.0, 200.0]","(225.0, 250.0]",1
Jordi Samper-Montana,Marc Polmans,-357.0,-2,-6,1.0,3.0,7,22,0,6,-3.0,-9.0,-21.0,-28.0,-14,-0.17592592592592593,-0.1384615384615384,0.5454545454545454,-0.1548076923076923,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,227.0,584.0,"(225.0, 250.0]","(575.0, 600.0]",0
Jurgen Zopp,Michal Przysiezny,16.0,-1,-3,7.0,-3.0,-18,-25,-3,-13,-1.0,5.0,,,-4,0.0037477954144620185,0.11514392991239053,-0.3181818181818182,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,186.0,170.0,"(175.0, 200.0]","(150.0, 175.0]",0
Tim Smyczek,Kimmer Coppejans,-73.0,2,3,0.0,-4.0,1,0,4,-2,1.0,9.0,,,12,0.016949152542372947,0.1955555555555556,-0.2692307692307692,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,112.0,185.0,"(100.0, 125.0]","(175.0, 200.0]",1
Louk Sorensen,Vincent Millot,65.0,-2,-11,-1.0,1.0,-19,-18,-1,4,-5.0,-5.0,-6.0,14.0,-26,-0.26739926739926745,-0.2142857142857143,-0.5555555555555556,-0.29387755102040813,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,217.0,152.0,"(200.0, 225.0]","(150.0, 175.0]",0
Philipp Petzschner,Marco Trungelliti,186.0,2,5,-2.0,-3.0,4,2,1,-4,2.0,3.0,,,12,0.07536764705882348,0.14646464646464646,0.5,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,421.0,235.0,"(400.0, 425.0]","(225.0, 250.0]",1
Mathias Bourgue,Omar Jasika,-315.0,-2,-4,-1.0,3.0,-7,-1,3,7,-2.0,-2.0,-10.0,-6.0,-14,-0.15897435897435896,0.0060606060606061,-0.12698412698412703,-0.0974510143922317,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,256.0,571.0,"(250.0, 275.0]","(550.0, 575.0]",0
Axel Michon,Matt Reid,-35.0,2,4,-9.0,-5.0,-1,-7,1,-4,2.0,7.0,11.0,11.0,11,0.09069767441860466,0.12380952380952381,-0.16666666666666669,0.10312500000000002,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,214.0,249.0,"(200.0, 225.0]","(225.0, 250.0]",1
Matteo Viola,Jimmy Wang,72.0,-1,-2,-0.0,5.0,0,-2,4,20,-1.0,-6.0,-14.0,-18.0,-10,0.02264150943396226,-0.23106060606060608,0.3454545454545455,-0.0762103614772282,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,190.0,118.0,"(175.0, 200.0]","(100.0, 125.0]",0
Matthew Ebden,Matthias Bachinger,122.0,-1,-2,-5.0,8.0,6,8,-5,2,-0.0,-2.0,-9.0,-10.0,-8,0.004330343334364439,-0.12548849326964834,0.07500000000000001,-0.050000000000000044,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,264.0,142.0,"(250.0, 275.0]","(125.0, 150.0]",0
Damir Dzumhur,Miloslav Mecir,-95.0,1,2,-1.0,-1.0,20,31,-15,-23,1.0,0.0,,,2,-0.0032437442075996525,-0.08695652173913038,0.11111111111111116,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,105.0,200.0,"(100.0, 125.0]","(175.0, 200.0]",1
Jurgen Melzer,Nicolas Jarry,-113.0,2,5,-3.0,-3.0,5,2,1,-2,2.0,4.0,6.0,0.0,12,0.10115830115830116,0.11111111111111116,-0.4,0.10909090909090907,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,108.0,221.0,"(100.0, 125.0]","(200.0, 225.0]",1
Nicolas Mahut,Jan Hernych,-87.0,-2,-6,1.0,-4.0,-9,-1,0,-1,-3.0,-2.0,-7.0,2.0,-16,-0.21727395411605943,0.018518518518518545,-0.2916666666666667,-0.12073863636363635,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,114.0,201.0,"(100.0, 125.0]","(200.0, 225.0]",0
Niels Desein,Radu Albot,32.0,-2,-7,1.0,2.0,-21,-27,3,10,-3.0,2.0,,,-19,-0.1428571428571428,-0.12,-0.8333333333333334,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,204.0,172.0,"(200.0, 225.0]","(150.0, 175.0]",0
Nikoloz Basilashvili,Mate Delic,4.0,-1,0,-12.0,-0.0,3,-6,-10,-10,1.0,3.0,,,2,0.09157509157509158,-0.1203208556149733,0.05714285714285716,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,157.0,153.0,"(150.0, 175.0]","(150.0, 175.0]",0
James McGee,Norbert Gombos,98.0,1,2,4.0,-1.0,1,-4,1,3,1.0,-2.0,,,5,0.08263236021771392,-0.025198938992042397,0.3142857142857143,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,224.0,126.0,"(200.0, 225.0]","(125.0, 150.0]",1
Luca Vanni,Pedja Krstin,-99.0,2,5,15.0,-2.0,17,18,-2,0,2.0,-3.0,,,12,0.05874999999999997,-0.07407407407407407,0.4,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,148.0,247.0,"(125.0, 150.0]","(225.0, 250.0]",1
Hyeon Chung,Pierre-Hugues Herbert,60.0,2,6,-6.0,-5.0,4,0,1,-14,3.0,6.0,19.0,14.0,24,0.11764705882352933,0.3076923076923077,-0.11111111111111105,0.25072463768115943,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,169.0,109.0,"(150.0, 175.0]","(100.0, 125.0]",1
Rajeev Ram,Jarmere Jenkins,-51.0,-1,-3,10.0,1.0,1,1,-9,-5,-1.0,-2.0,,,-12,0.004494976203067158,-0.21588089330024807,-0.08333333333333334,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,140.0,191.0,"(125.0, 150.0]","(175.0, 200.0]",0
Nils Langer,Ramkumar Ramanathan,-31.0,1,2,-3.0,1.0,-3,-9,5,2,1.0,2.0,,,11,0.07178043631245601,0.09818636647904938,0.028571428571428525,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,254.0,285.0,"(250.0, 275.0]","(275.0, 300.0]",1
Rhyne Williams,Alexander Kudryavtsev,82.0,-2,-6,-6.0,1.0,-3,11,-4,0,-3.0,-7.0,,,-25,-0.3310344827586207,-0.20000000000000007,0.05555555555555558,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,209.0,127.0,"(200.0, 225.0]","(125.0, 150.0]",0
Hiroki Moriya,Robby Ginepri,-76.0,1,6,2.0,0.0,4,-4,0,4,3.0,1.0,4.0,0.0,8,0.14646214745175645,-0.049816849816849806,0.32142857142857145,0.04878048780487809,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,146.0,222.0,"(125.0, 150.0]","(200.0, 225.0]",1
Roberto Marcora,Chase Buchanan,53.0,-2,-3,2.0,-3.0,-4,-2,2,2,-1.0,1.0,,,-4,-0.04828042328042326,0.029325513196480912,-0.1607142857142857,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,232.0,179.0,"(225.0, 250.0]","(175.0, 200.0]",0
Wayne Odesnik,Ryan Harrison,7.0,2,4,-5.0,-2.0,8,8,-6,-12,1.0,4.0,6.0,4.0,8,0.05034324942791768,0.012170385395537497,-0.6,0.07154702677090741,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,167.0,160.0,"(150.0, 175.0]","(150.0, 175.0]",1
Austin Krajicek,Somdev Devvarman,16.0,1,1,-4.0,2.0,-1,-11,-5,-5,1.0,8.0,10.0,16.0,4,0.11733490566037741,-0.0677506775067751,-0.11904761904761904,0.04044943820224722,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,155.0,139.0,"(150.0, 175.0]","(125.0, 150.0]",1
Adrian Menendez-Maceiras,Stefano Travaglia,-64.0,1,3,-3.0,-3.0,9,13,-9,-18,1.0,5.0,,,5,-0.013636363636363669,0.04366576819407009,0.0,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,131.0,195.0,"(125.0, 150.0]","(175.0, 200.0]",1
Michael Berrer,Taro Daniel,-55.0,2,5,4.0,,9,3,-2,-3,2.0,1.0,7.0,0.0,14,0.21062618595825422,-0.0016722408026755842,0.5,0.12280701754385964,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,122.0,177.0,"(100.0, 125.0]","(175.0, 200.0]",1
Tennys Sandgren,Yuichi Sugita,448.0,-1,-4,5.0,3.0,1,7,-6,-14,-2.0,2.0,2.0,7.0,-3,-0.07908163265306123,0.02777777777777779,-0.45714285714285713,-0.006033182503770718,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,584.0,136.0,"(575.0, 600.0]","(125.0, 150.0]",0
Thomas Fabbiano,Konstantin Kravchuk,48.0,-1,-2,-7.0,3.0,2,2,2,12,-1.0,-2.0,,,-6,0.009126984126984206,-0.11269974768713203,-0.0,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,255.0,207.0,"(250.0, 275.0]","(200.0, 225.0]",0
Thiemo de Bakker,Ti Chen,-78.0,1,2,6.0,-2.0,1,-6,2,5,1.0,1.0,,,7,0.08885941644562334,-0.01904761904761909,0.0714285714285714,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,138.0,216.0,"(125.0, 150.0]","(200.0, 225.0]",1
Tristan Lamasine,Kyle Edmund,37.0,-2,-6,-5.0,-1.0,2,15,1,11,-3.0,-8.0,,,-20,-0.22757475083056478,-0.19537815126050423,0.5555555555555556,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,229.0,192.0,"(225.0, 250.0]","(175.0, 200.0]",0
Enzo Couacaud,Tsung-Hua Yang,-18.0,1,0,0.0,-2.0,-10,-17,1,1,-1.0,6.0,,,-2,0.037596899224806135,0.013461538461538414,-0.5,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,239.0,257.0,"(225.0, 250.0]","(250.0, 275.0]",1
Gerald Melzer,Yannick Mertens,-97.0,1,2,0.0,-1.0,6,9,3,7,1.0,-1.0,-7.0,-16.0,2,-0.0009768804949528143,-0.020454545454545392,0.11818181818181817,-0.009497758528987155,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,161.0,258.0,"(150.0, 175.0]","(250.0, 275.0]",1
Jan Hernych,Adam Pavlasek,-39.0,1,5,-12.0,-6.0,-11,-25,-2,-14,3.0,13.0,,,13,0.09097744360902249,0.07532051282051283,-0.12222222222222223,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,201.0,240.0,"(200.0, 225.0]","(225.0, 250.0]",1
Andrea Arnaboldi,Adrian Menendez-Maceiras,47.0,2,3,5.0,1.0,-2,-12,2,2,1.0,8.0,10.0,10.0,10,0.10040705563093621,0.028921023359288145,-0.16923076923076924,0.07025193798449608,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,178.0,131.0,"(175.0, 200.0]","(125.0, 150.0]",1
Aleksandr Nedovyesov,Lukasz Kubot,-34.0,-2,-5,-2.0,-1.0,-2,6,-4,-2,-2.0,-4.0,,,-16,-0.20492610837438419,-0.13181818181818172,-0.5,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,128.0,162.0,"(125.0, 150.0]","(150.0, 175.0]",0
Andrew Harris,Andreas Beck,386.0,-1,-4,10.0,-3.0,-1,3,-4,-5,-2.0,-1.0,-3.0,2.0,-8,-0.04051282051282046,-0.03942652329749108,-0.3,-0.03363914373088689,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,499.0,113.0,"(475.0, 500.0]","(100.0, 125.0]",0
Kyle Edmund,Austin Krajicek,37.0,1,3,-1.0,2.0,-5,-10,11,13,1.0,-2.0,,,9,0.038032454361054735,0.11805555555555558,0.25,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,192.0,155.0,"(175.0, 200.0]","(150.0, 175.0]",1
Steve Darcis,Axel Michon,-81.0,2,8,-1.0,-1.0,11,0,-1,-1,4.0,2.0,,,21,0.2894736842105264,-0.02941176470588236,0.6666666666666666,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,133.0,214.0,"(125.0, 150.0]","(200.0, 225.0]",1
Blake Mott,Alexander Kudryavtsev,456.0,-2,-6,-9.0,-1.0,-1,18,0,-1,-3.0,-6.0,-18.0,-17.0,-19,-0.3583333333333334,0.01904761904761909,-0.1111111111111111,-0.18627450980392157,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,583.0,127.0,"(575.0, 600.0]","(125.0, 150.0]",0
Michal Przysiezny,Bradley Klahn,20.0,2,4,-2.0,-2.0,-5,-8,7,3,2.0,4.0,,,9,0.04385964912280704,0.24641148325358853,0.4,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,170.0,150.0,"(150.0, 175.0]","(125.0, 150.0]",1
Tim Puetz,Damir Dzumhur,78.0,1,4,10.0,-1.0,2,-16,-2,1,2.0,3.0,,,15,0.184449958643507,-0.07859848484848486,0.11363636363636365,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,183.0,105.0,"(175.0, 200.0]","(100.0, 125.0]",1
Daniel Munoz de la Nava,Jurgen Melzer,98.0,-1,1,3.0,-5.0,-11,-23,12,19,1.0,-3.0,5.0,4.0,6,0.06734006734006737,0.13152053274139847,0.2384615384615384,0.028879346636355996,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,206.0,108.0,"(200.0, 225.0]","(100.0, 125.0]",0
Enzo Couacaud,Hiroki Moriya,93.0,-1,-6,1.0,-1.0,-6,3,4,6,-3.0,-12.0,,,-13,-0.16299019607843146,0.03125,-0.0,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,239.0,146.0,"(225.0, 250.0]","(125.0, 150.0]",0
Gerald Melzer,Alex Kuznetsov,-23.0,-2,-3,-7.0,2.0,-8,-4,0,-3,-1.0,1.0,-1.0,7.0,-9,-0.11479465611083617,0.05968169761273201,-0.23333333333333336,-0.047864225781845904,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,161.0,184.0,"(150.0, 175.0]","(175.0, 200.0]",0
Dane Propoggia,James McGee,103.0,2,5,-5.0,-1.0,11,10,1,-1,2.0,-3.0,3.0,-9.0,15,0.0937279774489076,0.05978260869565216,0.8333333333333334,0.10526315789473684,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,327.0,224.0,"(325.0, 350.0]","(200.0, 225.0]",1
Jan Mertl,Elias Ymer,1.0,-2,-5,-1.0,-0.0,-15,-16,3,1,-2.0,-2.0,3.0,15.0,-9,-0.06360153256704981,0.11264822134387348,-0.5,-0.032721010332950606,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,213.0,212.0,"(200.0, 225.0]","(200.0, 225.0]",0
Liam Broady,Jared Donaldson,-58.0,1,2,-7.0,2.0,19,31,-13,-21,1.0,-4.0,,,2,-0.0337197049525817,-0.04040404040404044,0.16666666666666669,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,193.0,251.0,"(175.0, 200.0]","(250.0, 275.0]",1
John-Patrick Smith,Omar Jasika,-373.0,-1,-3,8.0,5.0,1,-2,-7,-1,-3.0,-2.0,-3.0,3.0,-9,0.028532792427315767,-0.12745098039215685,-0.2,-0.030152348709267862,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,198.0,571.0,"(175.0, 200.0]","(550.0, 575.0]",0
Yuichi Sugita,Jozef Kovalik,-67.0,2,9,1.0,-4.0,-1,-10,-5,-27,5.0,16.0,31.0,37.0,25,0.17771883289124668,0.27564102564102566,0.29411764705882354,0.27016885553470915,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,136.0,203.0,"(125.0, 150.0]","(200.0, 225.0]",1
Jimmy Wang,Konstantin Kravchuk,-89.0,1,3,-6.0,0.0,-7,-6,9,9,1.0,1.0,-1.0,-3.0,1,-0.04381196034537904,0.09935064935064941,0.0892857142857143,-0.00043869269576657377,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,118.0,207.0,"(100.0, 125.0]","(200.0, 225.0]",1
Maxime Authom,Luca Vanni,49.0,2,3,-16.0,0.0,-2,-2,11,9,1.0,1.0,2.0,-6.0,11,-0.008268733850129162,0.2551724137931034,0.3333333333333333,0.054171180931744334,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,197.0,148.0,"(175.0, 200.0]","(125.0, 150.0]",1
Marc Polmans,Tim Smyczek,472.0,-2,-7,-7.0,5.0,-4,-1,5,23,-4.0,-7.0,-21.0,-22.0,-20,-0.10752688172043012,-0.24305555555555558,-0.16666666666666669,-0.24112903225806448,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,584.0,112.0,"(575.0, 600.0]","(100.0, 125.0]",0
Jarmere Jenkins,Marco Cecchinato,32.0,2,3,0.0,2.0,12,3,-5,-3,1.0,2.0,,,14,0.21029281277728484,-0.14880952380952384,0.028571428571428525,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,191.0,159.0,"(175.0, 200.0]","(150.0, 175.0]",1
Marton Fucsovics,Illya Marchenko,14.0,-1,-1,-0.0,-2.0,-6,-1,-5,-19,-0.0,8.0,,,-2,-0.07937584803256448,0.08490566037735847,-0.25,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,158.0,144.0,"(150.0, 175.0]","(125.0, 150.0]",0
Mate Delic,Chase Buchanan,-26.0,-1,-5,-4.0,1.0,-6,0,0,1,-2.0,-2.0,,,-13,-0.1132075471698113,-0.016009852216748777,-0.17142857142857137,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,153.0,179.0,"(150.0, 175.0]","(175.0, 200.0]",0
Michael Berrer,Ruben Bemelmans,-51.0,-1,-2,-1.0,1.0,-16,-18,4,-2,-1.0,5.0,,,-4,-0.04166666666666663,0.18956043956043955,-0.5416666666666666,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,122.0,173.0,"(100.0, 125.0]","(150.0, 175.0]",0
Hyeon Chung,Nils Langer,-85.0,2,11,2.0,-1.0,16,14,2,-6,5.0,6.0,10.0,-8.0,28,0.433048433048433,0.2857142857142857,0.7142857142857143,0.3613445378151261,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,169.0,254.0,"(150.0, 175.0]","(250.0, 275.0]",1
Laurent Lokoli,Peter Torebko,17.0,1,3,3.0,-3.0,6,2,-5,-6,0.0,5.0,,,6,0.0665441926923862,-0.044289044289044344,-0.09615384615384615,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,259.0,242.0,"(250.0, 275.0]","(225.0, 250.0]",1
Philipp Petzschner,Marius Copil,227.0,-1,-2,-8.0,-1.0,-4,1,1,3,-1.0,-4.0,-7.0,-4.0,-10,-0.09389140271493213,-0.016541353383458635,0.047619047619047616,-0.06640826873385014,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,421.0,194.0,"(400.0, 425.0]","(175.0, 200.0]",0
Matthias Bachinger,Radu Albot,-30.0,1,8,11.0,3.0,-8,-29,10,4,4.0,6.0,,,29,0.17602393005062134,0.28717948717948716,0.16666666666666669,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,142.0,172.0,"(125.0, 150.0]","(150.0, 175.0]",1
Michael Russell,Thiemo de Bakker,18.0,1,3,-7.0,1.0,25,43,-1,-1,1.0,-2.0,,,6,-0.07620908646800195,-0.014285714285714235,0.13286713286713286,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,156.0,138.0,"(150.0, 175.0]","(125.0, 150.0]",1
Tomislav Brkic,Aljaz Bedene,130.0,-2,-7,-5.0,-0.0,-8,-5,-2,5,-3.0,-5.0,,,-20,-0.12331081081081086,-0.16666666666666669,0.33333333333333337,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,246.0,116.0,"(225.0, 250.0]","(100.0, 125.0]",0
Wayne Odesnik,Vincent Millot,15.0,-2,-5,1.0,-0.0,-8,-10,-1,9,-2.0,-1.0,-8.0,1.0,-17,-0.0267857142857143,-0.23020527859237533,-0.35,-0.13169642857142855,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,167.0,152.0,"(150.0, 175.0]","(150.0, 175.0]",0
Yoshihito Nishioka,Yuki Bhambri,-152.0,-2,-4,-3.0,1.0,-13,-17,0,5,-1.0,3.0,-1.0,12.0,-14,-0.011011011011010985,-0.1133333333333334,-0.275,-0.0648025694313244,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,165.0,317.0,"(150.0, 175.0]","(300.0, 325.0]",0
Jan Hernych,Alex Kuznetsov,17.0,2,7,1.0,1.0,1,-10,2,-1,3.0,9.0,14.0,11.0,17,0.2867647058823529,0.11660079051383399,0.3333333333333333,0.20366132723112126,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,201.0,184.0,"(200.0, 225.0]","(175.0, 200.0]",1
Laurent Lokoli,Andrea Arnaboldi,81.0,1,1,6.0,1.0,-3,-8,-7,-15,1.0,4.0,,,3,0.03477344573234986,-0.015947467166979368,-0.09999999999999998,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,259.0,178.0,"(250.0, 275.0]","(175.0, 200.0]",1
Matthias Bachinger,Andreas Beck,29.0,2,6,18.0,-2.0,12,6,2,1,2.0,-1.0,,,21,0.14357142857142857,0.05982905982905978,0.2857142857142857,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,142.0,113.0,"(125.0, 150.0]","(100.0, 125.0]",1
Chase Buchanan,Yuki Bhambri,-138.0,-2,-5,-2.0,,-5,-4,-1,10,-2.0,-3.0,-12.0,-6.0,-18,-0.05603164139749506,-0.42424242424242425,-0.09999999999999998,-0.17844579469139749,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,179.0,317.0,"(175.0, 200.0]","(300.0, 325.0]",0
Kyle Edmund,Dane Propoggia,-135.0,1,3,7.0,-1.0,6,3,-10,-15,2.0,4.0,8.0,12.0,4,0.05501066098081031,-0.033333333333333326,0.09523809523809523,0.03259157822663472,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,192.0,327.0,"(175.0, 200.0]","(325.0, 350.0]",1
Hiroki Moriya,Ruben Bemelmans,-27.0,-2,-8,-8.0,-0.0,-8,2,3,12,,-6.0,,,-24,-0.28860294117647056,-0.17460317460317465,0.4285714285714286,,Hard,Qualifying,2015-01-19,2015,1,19,Qualifying,146.0,173.0,"(125.0, 150.0]","(150.0, 175.0]",0
